Current__sum_values,Audio__standard_deviation,Audio__variance,Audio__root_mean_square,Voltage__median,Current__mean,Voltage__root_mean_square,Voltage__mean,Current__median,Current__root_mean_square
1616939.3247159994,0.43631201702702105,0.19036817620218752,1.8076842097987034,18.492905,4.669995739128926,18.75837022002645,18.74627316807994,5.724588,5.80329306920884
1602745.4570659997,0.6211029426619563,0.38576886538334143,1.862802353784804,19.303783,2.9496934943058006,19.099315980564334,19.08948656690592,1.110331,4.349802225302596
1052426.3768250002,0.25821211739296906,0.06667349756856043,1.7728653851957148,19.291681,2.360631946294951,19.217615416026504,19.211385784735686,0.670878,3.619497502934763
996525.106434,0.21313489927868978,0.045426485290537236,1.7668021062811647,19.412708,1.9585792186202828,19.29752741424802,19.292196897612033,0.670878,3.1596016594091365
1783729.8440529995,0.3381828109550529,0.11436761362546105,1.78646095907922,19.267475,3.0419972509635578,19.03299032088971,19.019907097728726,0.890604,4.910358277948733
1252701.110935,0.2797211027459809,0.07824389532142759,1.7761342805424654,19.267475,2.21870946025384,19.16979167372854,19.164490729885163,0.670878,3.362836818094608
1346096.199012,0.37264618386784143,0.13886517835126508,1.7931707067271845,19.182756,3.234812843673101,18.945391061049254,18.932141016653528,1.183573,5.074498242811765
1010567.3302410005,0.46404493676429714,0.21533770333658053,1.8149463129380479,19.231169,2.1936808189796655,19.163105858357536,19.157065758978185,0.670878,3.4576759538693054
1499589.3818410006,0.3693136659317039,0.1363925838439142,1.7924729750450128,19.206963,2.889159567357045,19.0108336338715,19.0018406558955,0.890604,4.221158551614531
1797758.0762099992,0.4596691257442453,0.21129570516247878,1.8134385935426776,18.638136,3.8113934790747948,18.78477824882037,18.77723913044649,4.332987,4.733735971835862
1114440.413465,0.35567745062401424,0.12650644888239806,1.789638742960442,19.231169,2.5690663116539723,19.054320032645027,19.042492610850363,0.670878,4.4977731576141
853166.9735500001,0.27771364984898655,0.0771248713124455,1.7756487754543324,19.243271,1.9938279930778868,19.15354525461892,19.147549867266953,0.670878,3.319469441821417
1385796.061624,0.26550685946358343,0.07049389242221504,1.7740457456590608,19.158552,2.6438416926587305,19.00591057226368,18.998408712959787,0.817362,3.980176527499572
1969598.7130240004,0.4546969972746105,0.20674935933054714,1.8121850848999443,18.444492,4.400197296396913,18.61199049892485,18.603965899389213,5.065409,5.269905189994848
1533400.5157940001,0.39235449789965393,0.15394205202208952,1.797653188199583,19.182756,3.1700692060440927,18.90215112069407,18.886961917572847,0.74412,5.1640376359693185
1826859.7547109998,0.3978657545596299,0.15829715865130367,1.798858777194495,18.795471,3.7080649087242623,18.73930374692094,18.727658292421737,3.600565,5.142784932537801
1153233.1587360005,0.3969253058338711,0.1575496984113121,1.7985985935511406,18.480801,3.749327529182274,18.706671786038978,18.696748014506607,4.552713,5.027884566902578
2361299.95748,0.43947637888375723,0.19313948759677976,1.808450334619247,18.492905,4.087670267629625,18.595428649091982,18.588784856681393,4.479471,4.874519409734639
1370528.5608609999,0.42682408136928407,0.1821787964367332,1.80520179617508,18.686546,4.281189276979832,18.6223044837651,18.605123716329096,3.966776,6.11573459699181
2161205.105112001,0.44843563768831407,0.2010945211489249,1.810546201323172,18.480801,4.245515434671236,18.561488172577945,18.554689440187325,4.552713,5.052348900834458
857023.2695670001,0.30334331532993974,0.09201716695535926,1.7799993304744266,19.134346,1.974489617662102,19.031641384550777,19.026843567045578,0.670878,3.1095534565031886
1102822.3778960002,0.4346573622201699,0.18892702253219595,1.8072278815618736,18.43239,3.990643736596805,18.64678080586841,18.63301576412691,4.77244,5.6632813422170285
1604123.528073,0.4659335196449614,0.2170940447287416,1.8148510306230474,18.359774,4.622727798993107,18.478916338662415,18.467476408515083,5.138651,5.889393966820012
707315.5738470001,0.27139653025928867,0.073656076636781,1.7747348828797882,19.146448,1.6997548202644381,19.07524287593138,19.07061366251249,0.524393,2.8674304164542197
2527300.4400380007,0.4407390122745269,0.19425087694072557,1.8085132668682289,18.420288,4.227046604109801,18.532011791780874,18.526527898556246,4.699198,4.897557492257331
1700139.0850320002,0.5200089969204312,0.270409356878193,1.8298597774136038,18.359774,4.639307230811212,18.452597787094522,18.440219282213263,4.992167,5.999398374599874
1450766.8358080003,0.3425804470990503,0.1173613627345852,1.7869238702500747,18.989115,2.799238306927637,18.832324101883646,18.820807948023425,0.670878,4.665113894891138
1684444.0057730004,0.4677628227450905,0.21880205834245495,1.81553697055826,18.335569,4.708307261217018,18.438140807026645,18.424502003622546,5.065409,6.1446609096546245
595190.2911580001,0.2923746903635226,0.0854829595651657,1.7779878862179683,19.122244,1.7580053495923917,19.046648487858594,19.041779271535322,0.670878,2.956547743587269
1352086.1636739997,0.36438370946087323,0.13277548772046607,1.7914004556076537,19.013319,2.4367181438761527,18.891857136395288,18.884266578443984,0.670878,3.897144958481279
1672205.6305370007,0.3332812062520705,0.11107636244083516,1.7852572282195762,19.013319,2.2343264047494986,18.911609001753728,18.904930935527837,0.670878,3.5832644211506537
2038446.2393420006,0.47083488580148997,0.22168548968770208,1.816309106700488,18.371878,4.082379196323861,18.520853726766028,18.513509273783978,4.699198,4.999120385179873
2207406.689572,0.4694553362164255,0.2203883127020771,1.8158868763761666,18.456596,3.553547241351999,18.596067990262085,18.591006139089227,4.11326,4.274650829789817
1278058.7323790002,0.37382761363668293,0.1397470847172971,1.793215546648596,18.952806,2.575402075499339,18.81791621890054,18.809998125419146,0.670878,4.0411416780796054
737280.5099099999,0.2778531083198855,0.07720234980302203,1.7755425675943097,19.061729,1.803947379790753,18.969336926764967,18.96322709639984,0.524393,3.1801769803325395
1575089.0680809994,0.4877034759493431,0.2378546804530715,1.8206940753147451,18.287159,4.390076112872925,18.449180560282592,18.43778850845355,5.065409,5.761557773725076
717049.3247439999,0.30126074645250056,0.09075803735311784,1.779476614053793,19.049627,1.753348309722222,18.96888944068771,18.96424727481416,0.670878,2.8852947755022678
2313543.520577001,0.48635855308433495,0.23654464215828785,1.8206961485209645,18.311363,4.247839895301485,18.438977985000747,18.432995723885508,4.77244,4.9990164946353195
1375129.5496870002,0.4042333256608053,0.16340458157479465,1.8002211386381348,18.940702,2.344141306334211,18.810433887309998,18.80347380323172,0.670878,3.741067920992273
811148.44822,0.2823274841866712,0.07970880832717507,1.7760422574339652,19.001217,2.700084044192054,18.918804540199638,18.909099209449565,0.670878,4.3488675696104915
968244.91365,0.3820210224617014,0.14594006160268377,1.7947634048032626,18.299261,4.405598944607236,18.543595627389045,18.51987072568433,4.992167,6.5443120413155285
2039819.2492520006,0.43542146056438846,0.18959184832002532,1.8071173789740629,18.275055,4.282743317597757,18.491979208254886,18.481968375608872,5.065409,5.211314073821898
1595120.351154,0.4876860232400805,0.23783765726372433,1.8206349216785747,18.154028,5.309705046182627,18.294995662948242,18.27216040803086,5.871073,7.0340008975346136
1555832.2101969996,0.43163561161484904,0.1863093012141248,1.805592867984425,18.045105,4.7797637208667165,18.193742220552547,18.176610384732605,5.285135,6.396662113769529
1145412.7121580003,0.6770485977260527,0.4583948036828144,1.8823330485440448,18.783369,3.459040129004398,18.538013132434468,18.522822180249204,0.74412,5.413905116375154
1081324.8222420001,0.42011395496845844,0.17649573515923994,1.8032395382546114,18.359774,4.175902211451125,18.451813286161045,18.436316083408,4.406229,5.920329705759822
1174075.6941190003,0.48815246551053876,0.23829282958401773,1.8209353184492605,18.081413,4.902440598773218,18.296464589344634,18.27658588253691,5.797831,6.743175875608692
1195395.2065729997,0.40447648066376485,0.16360122341014494,1.7996597510757422,18.892292,4.108677981236938,18.450823791733413,18.431169601847774,0.817362,6.12001612687882
1196419.136411,0.3965524553645379,0.15725384985564386,1.7980549770916896,18.88019,3.7343286069560278,18.5096765389165,18.491782950852727,0.74412,5.754529597338326
727669.6793680002,0.315377127778928,0.09946273272608629,1.7814707418137432,18.795471,3.1184417828099296,18.544206013335774,18.528258438215683,0.670878,5.385560594270115
843682.020228,0.3941614508111049,0.15536324930551504,1.7973546208417377,18.952806,3.888652379369469,18.40409439344906,18.38108669965431,0.74412,6.450246301179408
1076583.442728,0.4398574201902499,0.1934745500964221,1.8082791524676913,18.033003,5.057611633380938,18.170290325791218,18.141214568701145,5.358377,7.5152287320712094
783869.362494,0.3529746419549853,0.12459109786325007,1.7882688259702162,18.868088,4.123891848137626,18.311689428415857,18.289917736721378,0.74412,6.555187088956939
774329.2179569999,0.36756004143110294,0.1351003840568341,1.7911712838150684,18.771265,4.084704264205984,18.23735750857381,18.217737458711387,0.74412,6.432499608710031
