Voltage__quantile__q_0.1,Current__fourier_entropy__bins_3,Current__fourier_entropy__bins_5,Current__fourier_entropy__bins_10,Current__fourier_entropy__bins_100,Current__permutation_entropy__dimension_4__tau_1,Current__permutation_entropy__dimension_5__tau_1,Current__permutation_entropy__dimension_6__tau_1,Current__mean_n_absolute_max__number_of_maxima_7,Voltage__median,Current__sum_values,Audio__standard_deviation,Audio__root_mean_square,Current__median
17.742537,0.12525570174922163,0.20487052174721973,0.2949817363020048,1.1582696790074036,2.998347357380457,4.429086138450829,5.9719812672308725,37.846521142857135,18.045105,1555832.2101969996,0.43163561161484904,1.805592867984425,5.285135
17.573099,0.09072899366212879,0.09072899366212879,0.13600216966487969,0.6319900671954541,2.687297599541779,3.897578183994486,5.16625640488124,34.19487485714286,18.783369,1145412.7121580003,0.6770485977260527,1.8823330485440448,0.74412
17.899872,0.07998252574647073,0.17046735378874556,0.30770288635543086,1.1873159109639593,3.0026736306994217,4.443583713265938,5.998665969063823,37.82559457142857,18.359774,1081324.8222420001,0.42011395496845844,1.8032395382546114,4.406229
17.343149,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.8362527640409605,2.989695981059531,4.4249692530036535,5.975701081287408,37.81513128571429,18.081413,1174075.6941190003,0.48815246551053876,1.8209353184492605,5.797831
17.415766,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.7346082603324083,2.9068730431662484,4.283250686352421,5.76280442397176,36.27704542857143,18.892292,1195395.2065729997,0.40447648066376485,1.7996597510757422,0.817362
17.452072,0.04539477814685819,0.12525570174922163,0.17046735378874556,0.5756578004371201,2.8244393433492263,4.135206506322596,5.529964942384428,35.492307857142855,18.88019,1196419.136411,0.3965524553645379,1.7980549770916896,0.74412
17.718332,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.5668700266239094,2.805663135628871,4.111065654928595,5.495586369310269,35.68064514285714,18.795471,727669.6793680002,0.315377127778928,1.7814707418137432,0.670878
17.718332,0.09072899366212879,0.13600216966487969,0.18121382170440362,0.8150073299916869,3.010191376027619,4.468270749624564,6.047054305487425,37.82559457142857,18.952806,843682.020228,0.3941614508111049,1.7973546208417377,0.74412
17.234224,0.12525570174922163,0.21561698966287776,0.32513963502578147,1.2609953468048924,2.991587557674952,4.427720003855701,5.978513577633893,37.846521142857135,18.033003,1076583.442728,0.4398574201902499,1.8082791524676913,5.358377
17.306841,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.9191040041494124,2.993238583736725,4.439030238833319,6.003067320692679,37.81513128571429,18.868088,783869.362494,0.3529746419549853,1.7882688259702162,0.74412
17.415766,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.8638745100676131,2.992265494853666,4.436427075082084,5.997789250576051,37.82559457142857,18.771265,774329.2179569999,0.36756004143110294,1.7911712838150684,0.74412
