Voltage__quantile__q_0.1,Current__fourier_entropy__bins_3,Current__fourier_entropy__bins_5,Current__fourier_entropy__bins_10,Current__fourier_entropy__bins_100,Current__permutation_entropy__dimension_4__tau_1,Current__permutation_entropy__dimension_5__tau_1,Current__permutation_entropy__dimension_6__tau_1,Current__mean_n_absolute_max__number_of_maxima_7,Voltage__median,Current__sum_values,Current__median
18.262953,0.09072899366212879,0.13600216966487969,0.27348880047068863,0.9606186236134712,2.969829975032362,4.380792563350306,5.899784458304097,34.48784371428571,18.492905,1616939.3247159994,5.724588
18.492905,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.6731558836864299,2.846235007680413,4.170717190527011,5.577677333322167,35.52369742857143,19.303783,1602745.4570659997,1.110331
18.565519,0.07998252574647073,0.07998252574647073,0.12525570174922163,0.6124899918802686,2.610932997952241,3.7581498834235165,4.945279437192232,17.223612,19.291681,1052426.3768250002,0.670878
18.686546,0.09072899366212879,0.13600216966487969,0.21561698966287776,0.5787359044098703,2.7504875439194025,3.9947811306724073,5.301823879157287,20.069593857142856,19.412708,996525.106434,0.670878
18.420288,0.07998252574647073,0.07998252574647073,0.13600216966487969,0.7212711435804454,2.6575077693080718,3.8480552003075026,5.096071011658532,37.63725757142857,19.267475,1783729.8440529995,0.890604
18.577623,0.07998252574647073,0.07998252574647073,0.17046735378874556,0.5904604555137437,2.602636032282776,3.744760017509755,4.926007759445249,18.259465714285714,19.267475,1252701.110935,0.670878
18.311363,0.09072899366212879,0.09072899366212879,0.13600216966487969,0.5761018108161432,2.641266623374289,3.8244984917562475,5.064849853181868,37.804668,19.182756,1346096.199012,1.183573
18.505007,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.5612991557395197,2.6846778729194307,3.8883975844151024,5.149679120937555,15.277462142857143,19.231169,1010567.3302410005,0.670878
18.43239,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.6134000747403965,2.8281978351205512,4.139815598850345,5.5335119754863715,32.58354671428571,19.206963,1499589.3818410006,0.890604
18.444492,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0997557060783942,2.9827334186614927,4.397877452438316,5.918386428855722,35.011002142857144,18.638136,1797758.0762099992,4.332987
18.287159,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.5228848715670301,2.768556828781935,4.035339716352221,5.37265581656289,37.804668,19.231169,1114440.413465,0.670878
18.468699,0.09072899366212879,0.12525570174922163,0.21561698966287776,0.5761018108161433,2.796777416451013,4.076306031897106,5.425342232062646,14.953103857142859,19.243271,853166.9735500001,0.670878
18.468699,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.4976455220685169,2.5472924294426686,3.659752649262667,4.810352674150775,31.81973342857143,19.158552,1385796.061624,0.817362
18.226645,0.07998252574647073,0.09072899366212879,0.2540933576978907,0.9575610501528238,2.960886337809982,4.364066641967341,5.87523000884978,33.16948457142856,18.444492,1969598.7130240004,5.065409
17.911976,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.6904538334007098,2.7661621621155925,4.0324560488567,5.373956486105001,37.804668,19.182756,1533400.5157940001,0.74412
18.154028,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.654791869653917,2.774526863318014,4.047708414128011,5.398266570250158,31.75695457142857,18.795471,1826859.7547109998,3.600565
18.287159,0.07998252574647073,0.09072899366212879,0.2540933576978907,0.9072431968192444,2.970592180187179,4.384682411186118,5.906569380110694,33.54615828571429,18.480801,1153233.1587360005,4.552713
18.226645,0.09072899366212879,0.13600216966487969,0.27348880047068863,0.9958739228414074,2.9803362051154165,4.390977961437117,5.907838820804701,36.31889828571428,18.492905,2361299.95748,4.479471
17.790949,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.8135011130987149,2.8739660343782383,4.222818831709669,5.667332514225146,32.91836828571429,18.686546,1370528.5608609999,3.966776
18.166132,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0207476463424092,2.98365382342337,4.396292320275485,5.913411325205017,34.42506457142857,18.480801,2161205.105112001,4.552713
18.456596,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.5687426821883412,2.711629335859352,3.928663565247273,5.194830140844051,17.68399128571428,19.134346,857023.2695670001,0.670878
18.20244,0.12525570174922163,0.15972088587308753,0.29092554914103935,1.1297375699245744,2.994856404838372,4.430005814917391,5.9801153992375475,37.804668,18.43239,1102822.3778960002,4.77244
18.008797,0.09072899366212879,0.13600216966487969,0.18121382170440362,0.7941056703259168,2.9903365123216057,4.414548270714953,5.950975987201035,37.804668,18.359774,1604123.528073,5.138651
18.468699,0.09072899366212879,0.17046735378874556,0.18121382170440362,0.6394857982678871,2.848216679995682,4.175768731640362,5.583343520037301,18.939571714285712,19.146448,707315.5738470001,0.524393
18.250851,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0503112865433144,2.9765456975785822,4.384003719131504,5.896201741357929,31.23379585714286,18.420288,2527300.4400380007,4.699198
18.020899,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.8784075190797739,2.9960143027660724,4.422731135439475,5.960794379816613,37.81513128571429,18.359774,1700139.0850320002,4.992167
17.996695,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.5579962142726832,2.6564071775690543,3.8420919238412856,5.086984288353509,35.56555014285714,18.989115,1450766.8358080003,0.670878
17.996695,0.12525570174922163,0.2008143345862542,0.2949817363020048,1.1248551540825031,2.9945560842372787,4.420557855579114,5.958389982476342,37.85698442857142,18.335569,1684444.0057730004,5.065409
