Voltage__quantile__q_0.1,Current__fourier_entropy__bins_3,Current__fourier_entropy__bins_5,Current__fourier_entropy__bins_10,Current__fourier_entropy__bins_100,Current__permutation_entropy__dimension_4__tau_1,Current__permutation_entropy__dimension_5__tau_1,Current__permutation_entropy__dimension_6__tau_1,Current__mean_n_absolute_max__number_of_maxima_7,Voltage__median,Current__sum_values,Current__median
18.43239,0.09072899366212879,0.12525570174922163,0.21561698966287776,0.5864042683527781,2.838741542933884,4.15598031411062,5.551738698353573,14.785693285714288,19.122244,595190.2911580001,0.670878
18.190336,0.09072899366212879,0.12525570174922163,0.18121382170440362,0.5167311913475465,2.694884197031227,3.8940184753679796,5.138798099786229,15.873863,19.013319,1352086.1636739997,0.670878
18.250851,0.09072899366212879,0.12525570174922163,0.21561698966287776,0.5612991557395197,2.739527862480017,3.9627456939882797,5.237374009370433,15.811083857142858,19.013319,1672205.6305370007,0.670878
18.178234,0.09072899366212879,0.09072899366212879,0.2540933576978907,1.0511527547314872,2.967792110773077,4.373506498313898,5.885681578226896,35.324897428571425,18.371878,2038446.2393420006,4.699198
18.311363,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.9083575362337543,2.9519441997438625,4.3400903720047825,5.8254923967118275,30.417668714285714,18.456596,2207406.689572,4.11326
18.081413,0.04539477814685819,0.12525570174922163,0.17046735378874556,0.4895331477465859,2.6443384964003087,3.8117559040159184,5.022276372910089,16.281926571428574,18.952806,1278058.7323790002,0.670878
18.299261,0.09072899366212879,0.15566469871212202,0.2499576413147951,0.639485798267887,2.8726211730145987,4.208664107491697,5.6260247663986975,18.83493985714286,19.061729,737280.5099099999,0.524393
17.984591,0.09072899366212879,0.12525570174922163,0.17046735378874556,0.7885727139673758,3.000977397175112,4.437615233312009,5.989218968484064,37.804668,18.287159,1575089.0680809994,5.065409
18.396082,0.12525570174922163,0.12525570174922163,0.20487052174721973,0.5827920915708359,2.820615279440088,4.116016769930427,5.483774337605009,15.737841714285716,19.049627,717049.3247439999,0.670878
18.154028,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0627046855202973,2.977013015790578,4.3881517789328015,5.905588171821259,33.72403228571428,18.311363,2313543.520577001,4.77244
18.154028,0.09072899366212879,0.13600216966487969,0.21561698966287776,0.53153384642417,2.701660343227751,3.90067098842422,5.139461822518424,19.630140714285712,18.940702,1375129.5496870002,0.670878
18.069309,0.07998252574647073,0.07998252574647073,0.09072899366212879,0.5398062199082035,2.6545222966236564,3.8336529976625373,5.055800873877271,18.05020214285714,19.001217,811148.44822,0.670878
17.863564,0.09072899366212879,0.13600216966487969,0.21561698966287776,0.850536065534888,2.991897675692106,4.429954224791933,5.984603103642218,37.81513128571429,18.299261,968244.91365,4.992167
17.984591,0.07998252574647073,0.12525570174922163,0.2627423325550306,1.0403262566569516,2.9680457949072423,4.379184770911397,5.898080976162978,32.15455671428571,18.275055,2039819.2492520006,5.065409
17.464176,0.12525570174922163,0.18121382170440362,0.2607041092304532,1.1058733944583363,2.98740018415711,4.413045026759262,5.9508340233321375,37.81513128571429,18.154028,1595120.351154,5.871073
17.742537,0.12525570174922163,0.20487052174721973,0.2949817363020048,1.1582696790074036,2.998347357380457,4.429086138450829,5.9719812672308725,37.846521142857135,18.045105,1555832.2101969996,5.285135
17.573099,0.09072899366212879,0.09072899366212879,0.13600216966487969,0.6319900671954541,2.687297599541779,3.897578183994486,5.16625640488124,34.19487485714286,18.783369,1145412.7121580003,0.74412
17.899872,0.07998252574647073,0.17046735378874556,0.30770288635543086,1.1873159109639593,3.0026736306994217,4.443583713265938,5.998665969063823,37.82559457142857,18.359774,1081324.8222420001,4.406229
17.343149,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.8362527640409605,2.989695981059531,4.4249692530036535,5.975701081287408,37.81513128571429,18.081413,1174075.6941190003,5.797831
17.415766,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.7346082603324083,2.9068730431662484,4.283250686352421,5.76280442397176,36.27704542857143,18.892292,1195395.2065729997,0.817362
17.452072,0.04539477814685819,0.12525570174922163,0.17046735378874556,0.5756578004371201,2.8244393433492263,4.135206506322596,5.529964942384428,35.492307857142855,18.88019,1196419.136411,0.74412
17.718332,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.5668700266239094,2.805663135628871,4.111065654928595,5.495586369310269,35.68064514285714,18.795471,727669.6793680002,0.670878
17.718332,0.09072899366212879,0.13600216966487969,0.18121382170440362,0.8150073299916869,3.010191376027619,4.468270749624564,6.047054305487425,37.82559457142857,18.952806,843682.020228,0.74412
17.234224,0.12525570174922163,0.21561698966287776,0.32513963502578147,1.2609953468048924,2.991587557674952,4.427720003855701,5.978513577633893,37.846521142857135,18.033003,1076583.442728,5.358377
17.306841,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.9191040041494124,2.993238583736725,4.439030238833319,6.003067320692679,37.81513128571429,18.868088,783869.362494,0.74412
17.415766,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.8638745100676131,2.992265494853666,4.436427075082084,5.997789250576051,37.82559457142857,18.771265,774329.2179569999,0.74412
