,Audio__sum_values,Current__absolute_maximum,Current__root_mean_square,Voltage__minimum,Current__mean,Voltage__root_mean_square,Audio__mean,Audio__variance,Audio__standard_deviation,Audio__root_mean_square
0,607387.6676449999,34.582012,5.80329306920884,12.296329,4.669995739128926,18.75837022002645,1.7542388737436458,0.1903681762021875,0.436312017027021,1.8076842097987036
1,954252.746443,35.607403,4.349802225302596,14.462709,2.9496934943058006,19.09931598056433,1.7562072041427412,0.3857688653833414,0.6211029426619563,1.862802353784804
2,781957.7801129997,18.615213,3.619497502934763,12.65941,2.360631946294951,19.217615416026504,1.753960711206664,0.0666734975685604,0.258212117392969,1.7728653851957148
3,892384.028086,20.51951,3.1596016594091365,12.368945,1.9585792186202828,19.29752741424802,1.753899426269654,0.0454264852905372,0.2131348992786897,1.7668021062811647
4,1028582.9297130004,37.804668,4.910358277948733,10.844007,3.0419972509635578,19.03299032088971,1.7541593840608636,0.114367613625461,0.3381828109550529,1.78646095907922
5,990305.224375,18.908182,3.362836818094608,12.792539,2.21870946025384,19.16979167372854,1.7539695228813617,0.0782438953214275,0.2797211027459809,1.7761342805424654
6,729898.002351,37.804668,5.074498242811765,12.816745,3.234812843673101,18.945391061049254,1.7540228063264187,0.138865178351265,0.3726461838678414,1.7931707067271845
7,808304.4452489996,16.564432,3.4576759538693054,15.213077,2.193680818979665,19.163105858357536,1.7546203052258431,0.2153377033365805,0.4640449367642971,1.814946312938048
8,910403.673683,32.677715,4.221158551614531,14.741072,2.889159567357045,19.0108336338715,1.754014476115521,0.1363925838439142,0.3693136659317039,1.7924729750450128
9,827427.2655499994,35.241192,4.733735971835862,14.32958,3.8113934790747943,18.78477824882037,1.7542131647515251,0.2112957051624787,0.4596691257442453,1.8134385935426776
10,760844.5045869998,37.804668,4.4977731576141,13.676035,2.5690663116539723,19.054320032645027,1.753938534106207,0.126506448882398,0.3556774506240142,1.789638742960442
11,750456.72529,15.172831,3.319469441821417,15.297795,1.9938279930778868,19.15354525461892,1.753796938775987,0.0771248713124455,0.2777136498489865,1.7756487754543324
12,919410.768827,31.945292,3.980176527499572,13.010387,2.6438416926587305,19.00591057226368,1.7540651114678725,0.070493892422215,0.2655068594635834,1.7740457456590608
13,785214.0834760001,33.190411,5.269905189994848,12.986182,4.400197296396913,18.61199049892485,1.7542136194327282,0.2067493593305471,0.4546969972746105,1.8121850848999443
14,848582.3644280001,37.804668,5.164037635969319,12.610999,3.1700692060440927,18.90215112069407,1.75431323685995,0.1539420520220895,0.3923544978996539,1.797653188199583
15,864298.3162230001,31.945292,5.142784932537801,12.901464,3.7080649087242623,18.73930374692094,1.7543077670803295,0.1582971586513036,0.3978657545596299,1.798858777194495
16,539580.471611,33.84959,5.027884566902578,11.207088,3.749327529182274,18.706671786038974,1.7542540301543643,0.1575496984113121,0.3969253058338711,1.7985985935511406
17,1013360.49642,36.486309,4.874519409734639,13.893884,4.087670267629625,18.595428649091986,1.7542386169468756,0.1931394875967797,0.4394763788837572,1.808450334619247
18,561509.871333,32.970684,6.11573459699181,13.20403,4.281189276979832,18.6223044837651,1.7540167412191374,0.1821787964367332,0.426824081369284,1.80520179617508
