,Audio__sum_values,Audio__mean,Audio__length,Audio__maximum,Voltage__sum_values,Voltage__median,Voltage__mean,Voltage__length,Voltage__standard_deviation,Voltage__variance,Voltage__root_mean_square,Voltage__minimum,Current__median,Current__mean
27,627598.3764289999,1.7542441201615606,357760.0,2.978516,6591549.836816003,18.335569,18.424502003622543,357760.0,0.7090573589281159,0.5027623382501151,18.438140807026645,8.701831,5.065409,4.708307261217018
28,593761.076805,1.7537838988805527,338560.0,3.00293,6446784.790170998,19.122244,19.04177927153532,338560.0,0.4306515925591074,0.1854607941736955,19.046648487858597,14.075423,0.670878,1.7580053495923915
29,973231.697247,1.7539498580720156,554880.0,3.041992,10478501.839046998,19.013319,18.884266578443984,554880.0,0.5354828253388211,0.2867418562328463,18.891857136395288,13.20403,0.670878,2.4367181438761527
30,1312625.870184,1.753872004585685,748416.0,3.051758,14148752.791044,19.013319,18.90493093552784,748416.0,0.5025349322538184,0.2525413581353498,18.911609001753728,13.494494,0.670878,2.2343264047494986
31,875931.9430870002,1.754221559950574,499328.0,2.988281,9244313.558660006,18.371878,18.513509273783978,499328.0,0.521533448379165,0.2719971377782632,18.520853726766028,11.146574,4.699198,4.082379196323861
32,1089652.500921,1.754154165144305,621184.0,2.978516,11548435.557504002,18.456596,18.591006139089227,621184.0,0.4338610777619086,0.1882354347967249,18.596067990262085,12.429459,4.11326,3.553547241351999
33,870342.3283529999,1.753817240200622,496256.0,3.017578,9334574.429728003,18.952806,18.809998125419146,496256.0,0.5458400345231567,0.2979413432882409,18.81791621890054,13.70024,0.670878,2.575402075499339
34,716730.8472230003,1.7536673172344783,408704.0,2.96875,7750346.767207,19.061729,18.96322709639984,408704.0,0.4814161728650076,0.2317615314959908,18.969336926764967,11.89694,0.524393,1.803947379790753
35,629364.022931,1.7541585548157108,358784.0,2.978516,6615183.512216998,18.287159,18.43778850845355,358784.0,0.648242441874275,0.4202182634471229,18.449180560282592,9.403787,5.065409,4.390076112872925
36,717229.9139209999,1.7537898912387515,408960.0,2.978516,7755618.565507999,19.049627,18.96424727481416,408960.0,0.4196330691653919,0.1760919127371666,18.96888944068771,13.385571,0.670878,1.753348309722222
37,955589.4390339998,1.7545340757821677,544640.0,2.988281,10039346.791057004,18.311363,18.432995723885508,544640.0,0.4696570818810015,0.2205777745609777,18.438977985000747,12.405253,4.77244,4.247839895301485
38,1029084.901855,1.7542495735854655,586624.0,3.037109,11030569.016347006,18.940702,18.80347380323172,586624.0,0.5116600043380121,0.2617959600391745,18.81043388731,10.795596,0.670878,2.344141306334211
39,526767.038476,1.753458665570409,300416.0,2.993164,5680595.948106,19.001217,18.909099209449565,300416.0,0.6059144473209519,0.3671323174722546,18.91880454019964,12.961977,0.670878,2.700084044192054
40,385406.879769,1.7536349727404266,219776.0,2.978516,4070223.108608,18.299261,18.51987072568433,219776.0,0.9377244243713304,0.8793270960625431,18.543595627389045,10.965034,4.992167,4.405598944607236
41,835350.1397699998,1.7538760996917826,476288.0,2.978516,8802739.753681999,18.275055,18.481968375608872,476288.0,0.6083913226898554,0.3701400015243118,18.49197920825489,12.34474,5.065409,4.282743317597757
42,526960.3093750001,1.754102009796416,300416.0,2.988281,5489249.341138999,18.154028,18.27216040803086,300416.0,0.913794468403196,0.8350203304842798,18.29499566294824,8.193519,5.871073,5.309705046182627
43,570687.171936,1.7532416558198978,325504.0,2.978516,5916559.386672001,18.045105,18.176610384732605,325504.0,0.7893610767876612,0.6230909095473759,18.193742220552547,7.648898,5.285135,4.7797637208667165
44,581592.370782,1.7563550045359009,331136.0,3.022461,6133573.245479,18.783369,18.522822180249204,331136.0,0.7503261805248581,0.562989377181022,18.538013132434468,9.657944,0.74412,3.459040129004398
45,454088.9337579999,1.753618287189508,258944.0,2.978516,4773973.431902001,18.359774,18.436316083408,258944.0,0.7560838710228917,0.5716628200209606,18.451813286161045,9.863689,4.406229,4.175902211451125
46,420129.983775,1.7542840717488974,239488.0,2.978516,4377022.999837,18.081413,18.27658588253691,239488.0,0.8526575792160612,0.7270249473945937,18.296464589344637,12.102686,5.797831,4.902440598773218
47,510204.461709,1.753617403036323,290944.0,3.00293,5362438.208639999,18.892292,18.43116960184777,290944.0,0.8514021972711544,0.7248857015181498,18.450823791733413,13.83337,0.817362,4.108677981236938
48,561883.3769119999,1.753781015631242,320384.0,2.993164,5924471.388926,18.88019,18.491782950852727,320384.0,0.8136884378362031,0.6620888738683206,18.5096765389165,13.893884,0.74412,3.734328606956028
49,409129.6465389999,1.753332618533152,233344.0,3.017578,4323457.937007001,18.795471,18.528258438215683,233344.0,0.7689056585357059,0.5912159117282275,18.54420601333577,11.945351,0.670878,3.1184417828099296
50,380461.51524300006,1.7536021167173674,216960.0,2.988281,3987960.570357,18.952806,18.38108669965431,216960.0,0.9199685770581542,0.8463421827744049,18.40409439344906,8.532393,0.74412,3.888652379369469
51,373356.3529710001,1.753966631140071,212864.0,2.998047,3861611.497952,18.033003,18.141214568701145,212864.0,1.027513744865401,1.0557844958873204,18.170290325791218,7.854643,5.358377,5.057611633380938
52,333226.79140799993,1.7530870760101007,190080.0,2.978516,3476547.5633959994,18.868088,18.289917736721375,190080.0,0.8926807417669801,0.7968789067216459,18.311689428415857,12.719923,0.74412,4.123891848137626
53,332322.7166679999,1.753052818344868,189568.0,2.978516,3453500.0545730004,18.771265,18.217737458711387,189568.0,0.8457250031763274,0.715250780997599,18.23735750857381,12.502074,0.74412,4.084704264205984
