,Audio__cid_ce__normalize_False,Voltage__quantile__q_0.1,Current__lempel_ziv_complexity__bins_3,Current__lempel_ziv_complexity__bins_5,Current__lempel_ziv_complexity__bins_10,Current__lempel_ziv_complexity__bins_100,Current__fourier_entropy__bins_3,Current__permutation_entropy__dimension_6__tau_1,Current__permutation_entropy__dimension_7__tau_1,Current__mean_n_absolute_max__number_of_maxima_7
0,36.49598622560112,18.262953,0.0048781192236598,0.0178922134935305,0.0217363678373382,0.1143397643253234,0.0907289936621287,5.899784458304097,7.497210850218254,34.48784371428571
1,46.84623966923434,18.492905,0.0029998527679623,0.0134146790341578,0.0275507950530035,0.1252594964664311,0.0907289936621287,5.577677333322167,7.041033135936808,35.52369742857143
2,19.856006201971415,18.565519,0.0222531761412575,0.0327057314097042,0.0461303115130634,0.1677769702842377,0.0799825257464707,4.945279437192232,6.154773071657361,17.223612
3,19.759632134193627,18.686546,0.0209375,0.027627751572327,0.0388934748427673,0.1535554245283019,0.0907289936621287,5.301823879157287,6.645891720370861,20.069593857142856
4,32.46375531532043,18.420288,0.0035233846321763,0.0103024039511023,0.0263281761624099,0.1277747080331805,0.0799825257464707,5.096071011658532,6.382960076444559,37.63725757142857
5,25.03973846556826,18.577623,0.0203078950351394,0.0298082917705735,0.0416944145318521,0.1609098702108365,0.0799825257464707,4.926007759445249,6.132718213094195,18.259465714285717
6,29.605116183293912,18.311363,0.0040444286373423,0.0139644532451553,0.0284239464780067,0.1342880075361427,0.0907289936621287,5.064849853181868,6.346674207764148,37.804668
7,31.861637160590583,18.505007,0.0242385037510419,0.0352680432064462,0.0487982772992497,0.172667320783551,0.0907289936621287,5.149679120937555,6.445385535654847,15.277462142857145
8,31.19319207119985,18.43239,0.0031577527743526,0.0172530055487053,0.0284949136868064,0.1272772811344019,0.0907289936621287,5.533511975486372,6.9871255870958615,32.58354671428571
9,37.95412968303768,18.444492,0.0027264246947082,0.0086584124830393,0.0159705732700135,0.1144419945725915,0.0799825257464707,5.918386428855722,7.512965782690595,35.011002142857144
10,29.49692020962992,18.287159,0.0036054145765712,0.0184466287990557,0.0329420551785187,0.1140131676010622,0.0907289936621287,5.37265581656289,6.758112508860238,37.804668
11,22.773990520825254,18.468699,0.0255968628477415,0.0360758487885133,0.0486207186658689,0.1827021948848339,0.0907289936621287,5.425342232062646,6.817133098327326,14.95310385714286
12,24.092716406220926,18.468699,0.0034607753357753,0.0217834249084249,0.0345371642246642,0.1328659188034188,0.0907289936621287,4.810352674150775,5.9892078927571575,31.81973342857143
13,45.2154542619785,18.226645,0.0036683228481555,0.0116930583357163,0.0160494709751215,0.1167049435230197,0.0799825257464707,5.87523000884978,7.464858875335363,33.16948457142856
14,37.05922637867981,17.911976,0.003491747155332,0.0167103565758137,0.0305739779042074,0.1263789196877481,0.0907289936621287,5.373956486105001,6.768545493939218,37.804668
15,38.71326125281314,18.154028,0.0038626104182904,0.0217122142114835,0.0318244186801766,0.1371277442192777,0.0907289936621287,5.398266570250158,6.802808904868531,31.75695457142857
16,29.456078835187,18.287159,0.0050685341240116,0.0110994069912609,0.0159143518518518,0.1179027517686225,0.0799825257464707,5.906569380110694,7.503696450525065,33.54615828571429
17,43.34318542662566,18.226645,0.0025135719033902,0.0068309605583868,0.019480182251274,0.1099531907821848,0.0907289936621287,5.907838820804701,7.501287397256393,36.31889828571428
18,32.60547328504098,17.790949,0.0065255147940823,0.0206042582966813,0.0317248100759696,0.1325251149540184,0.0907289936621287,5.667332514225146,7.176762882016842,32.91836828571429
19,41.18996651657789,18.166132,0.0035123837063112,0.009403680538094,0.0187169977369876,0.1123569901936132,0.0799825257464707,5.913411325205017,7.505664078921365,34.42506457142857
