Current__sum_values,Audio__standard_deviation,Audio__variance,Audio__root_mean_square,Voltage__median,Current__mean,Voltage__root_mean_square,Voltage__mean,Current__median,Current__root_mean_square
1711697.6156230008,0.44656331072202105,0.1994187904830123,1.8102903463482285,18.517109,4.409046364014077,18.864589369947094,18.851473745894122,5.797831,5.623075521327894
1313388.5616050002,0.4648115371870642,0.21604976510220156,1.8140862004797513,17.851461,5.143282274455671,17.91397954291313,17.8912013050791,5.358377,7.366603741896621
751165.907414,0.47518930324568137,0.2258048739191161,1.8172232732199625,18.335569,4.14148458127867,17.9199145911762,17.901632919289213,0.74412,6.539971203557279
737377.8223469998,0.42482290755643115,0.18047450278470006,1.8043605989808615,18.492905,4.374156596116884,17.933068249074264,17.910637052279093,0.670878,7.058998168121159
4247598.521513002,0.4524585334121667,0.20471872445748876,1.8110298410624883,17.778845,3.555594497944962,17.870252699688294,17.86708446667068,3.966776,4.027870601251511
1265763.436131,0.4997796381285354,0.24977968668788975,1.8235829092981357,17.427868,4.927143420415265,17.568962195099243,17.551882406748256,5.43162,6.8803273135078005
1635959.149794,0.3162651832437268,0.10002366613218812,1.7814979123709986,17.742537,3.6278543450938474,17.789747957108712,17.780924414825346,3.673807,4.932306286010416
2862671.8133759997,0.4694214073400804,0.22035645766914172,1.815353248970603,17.609407,4.026034841044104,17.67895932977558,17.675129408985427,4.332987,4.61600835376745
951514.7031389999,0.42856193437704426,0.18366533159699397,1.8051334758210138,17.560997,4.073264996314212,17.7221832190052,17.70999333210188,4.625956,5.839366172825246
1547421.8628549997,0.3189793715472357,0.10174783947266945,1.7820818888808783,18.105618,2.642455366897199,17.982042326523292,17.975922277054305,0.74412,3.8284778441551386
