Current__abs_energy,Audio__mean_abs_change,Audio__cid_ce__normalize_False,Audio__number_crossing_m__m_1,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",Current__sum_of_reoccurring_data_points,Current__sum_values,Audio__spkt_welch_density__coeff_5,Audio__range_count__max_1__min_-1,Audio__spkt_welch_density__coeff_8,Audio__lempel_ziv_complexity__bins_3,Audio__benford_correlation,Audio__lempel_ziv_complexity__bins_5,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",Audio__quantile__q_0.8,Audio__quantile__q_0.2,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",Voltage__quantile__q_0.7,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",Audio__variance,Audio__variation_coefficient,Audio__standard_deviation,Audio__root_mean_square,Voltage__quantile__q_0.6,Voltage__median,Audio__c3__lag_1,Audio__quantile__q_0.1,Audio__energy_ratio_by_chunks__num_segments_10__segment_focus_0,Audio__c3__lag_2,Audio__quantile__q_0.9,Current__mean,Audio__c3__lag_3,Audio__binned_entropy__max_bins_10,Voltage__index_mass_quantile__q_0.1,Voltage__energy_ratio_by_chunks__num_segments_10__segment_focus_0,Current__quantile__q_0.3,Voltage__root_mean_square,Voltage__c3__lag_1,Voltage__c3__lag_3,Voltage__c3__lag_2,Voltage__quantile__q_0.1,Audio__absolute_sum_of_changes,Voltage__mean,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""",Audio__lempel_ziv_complexity__bins_100,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",Audio__quantile__q_0.7,Audio__energy_ratio_by_chunks__num_segments_10__segment_focus_9,Current__quantile__q_0.4,Current__ratio_beyond_r_sigma__r_2,Voltage__quantile__q_0.2,Current__energy_ratio_by_chunks__num_segments_10__segment_focus_3,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",Current__variation_coefficient,Current__median,Audio__large_standard_deviation__r_0.15000000000000002,Audio__energy_ratio_by_chunks__num_segments_10__segment_focus_6,Audio__kurtosis,Audio__quantile__q_0.3,Voltage__ratio_beyond_r_sigma__r_1
12275246.238743393,0.040881968154900666,38.47592806491289,4186.0,1.4712717428116584,1711480.7867049999,1711697.6156230008,5.946975279904406,22860.0,0.7179930701392004,0.026335311572700297,0.9418526762339398,0.040342688757006265,1.665441084805978,2.050781,1.464844,1.8430460067517018,2.0404165164848376,1.7116182080966302,19.461119,1.796690125370272,0.1994187904830123,0.2545467839660818,0.44656331072202105,1.8102903463482285,18.916498,18.517109,6.423372000748951,1.191406,0.09379513635100521,6.370752036920287,2.319336,4.409046364014077,6.294789464949079,1.929629253070297,0.09528777200791295,0.10998715523602315,0.670878,18.864589369947094,6724.066991306105,6723.035115071379,6723.474125341319,18.299261,15871.320323000002,18.851473745894122,0.06827395930707475,0.16874793933399274,0.008763169362059692,1.889648,0.09461542798498974,4.699198,0.019280106330365976,18.359774,0.27644825779047116,0.002383436201778181,0.791528019012567,5.797831,1.0,0.10478469134584352,0.9427953390256234,1.625977,0.24682657434882954
13857582.99223039,0.042583112512188735,34.87833143792444,3146.0,1.3718580286550384,1313276.966957,1313388.5616050002,7.00647966129035,16721.0,1.0704230459439794,0.029139254385964913,0.9419022755814291,0.04243421052631579,1.6257074650419239,2.055664,1.459961,1.8829648145139277,2.1284803397489163,1.691540453076023,18.638136,1.8180972019474138,0.21604976510220156,0.26507227043227183,0.4648115371870642,1.8140862004797513,18.020899,17.851461,6.498224289531683,1.162109,0.09351411337176883,6.434211080812178,2.338867,5.143282274455671,6.343375216913607,1.9142432364488247,0.09528508771929825,0.10986418425518268,0.670878,17.91397954291313,5767.994819220658,5767.529566684072,5767.745769395106,17.028479,10873.981028000004,17.8912013050791,0.10058975009097877,0.17483552631578947,0.017182231580132185,1.860352,0.09264350913052177,3.966776,0.02737312030075188,17.427868,0.053047091389307556,0.005082495175023934,1.0253861498302708,5.358377,1.0,0.10869986044719412,0.9735334589321494,1.665039,0.09532424812030076
7757673.405124971,0.03492303808132322,26.69562231676014,2064.0,1.4153717435354003,751136.5139009999,751165.907414,3.399871919735725,13544.0,0.46043200520547,0.025405786873676783,0.9349582848930773,0.03736988355681016,1.653236175477321,1.99707,1.542969,1.8546469345637846,2.085955883160368,1.705204951964106,18.468699,1.8032068574309554,0.2258048739191161,0.2709184050816152,0.47518930324568137,1.8172232732199625,18.456596,18.335569,6.556184626604283,1.147461,0.09310491475055624,6.504189416696956,2.358398,4.14148458127867,6.431183825300566,1.8684493988389406,0.09649016407904022,0.10719351964807962,0.524393,17.9199145911762,5769.09793012512,5768.3973753109185,5768.667350664197,17.294739,6334.166032,17.901632919289213,0.11852080581622351,0.16073791460832745,0.01582897925562659,1.787109,0.09296734264607691,0.670878,0.033879895906845446,17.403662,0.5745839143623886,0.004646765357530048,1.2221593228030971,0.74412,1.0,0.10955284482219306,1.303128268410866,1.723633,0.06453444777699364
8400050.229265578,0.033473957277176336,24.85990774060544,1636.0,1.485599669632266,737377.822347,737377.8223469998,5.669730978266081,9590.0,0.7117660718370327,0.024689160971905846,0.9306589377752796,0.03642867312072893,1.6685297054730304,1.953125,1.591797,1.8405094116326117,2.012639329789737,1.7122967964324107,18.517109,1.7960078194463214,0.18047450278470006,0.2422524796518405,0.42482290755643115,1.8043605989808615,18.505007,18.492905,6.315772061608906,1.254883,0.09442752014660001,6.266702188829136,2.260742,4.374156596116884,6.196705759805856,1.7684575290809665,0.09624738990129081,0.10769195200747729,0.524393,17.933068249074264,5785.387867964366,5784.583188932322,5784.952328785478,17.052685,5642.872348000001,17.910637052279093,0.07415821390508322,0.16456672361427488,0.011325164728512136,1.796875,0.09414885918637007,0.524393,0.03248386484434321,17.161608,0.5353259580599207,0.003233591082082669,1.266624972457624,0.670878,1.0,0.10424767046512423,1.9758104840197315,1.708984,0.07983936028853454
19381271.06177511,0.03639119638831667,54.0917199485612,11234.0,1.401940759489276,4247322.659381,4247598.521513002,2.132197233707112,65912.0,0.1606844968464345,0.023085087860280726,0.947544318306597,0.03536259107468124,1.6559390010872788,2.119141,1.396484,1.851200164242474,2.0986344509130683,1.706759958518645,17.863564,1.8003421862095406,0.20471872445748876,0.25801706468552377,0.4524585334121667,1.8110298410624883,17.815153,17.778845,6.4510093044465,1.162109,0.0944715126097415,6.416974104182798,2.338867,3.555594497944962,6.367493669726682,2.0142946719384827,0.0968631134147648,0.10652643010438029,3.454081,17.870252699688294,5709.043682944245,5708.88397034796,5708.937790207884,17.645716,43473.76020300003,17.86708446667068,0.0708280968159068,0.1525936194149791,0.007365007394873734,1.958008,0.10113550963294138,3.673807,0.009020411443265831,17.694126,0.10010708017575526,0.002050721225899908,0.5322548240758399,3.966776,1.0,0.10104125464728625,0.1712552823866207,1.557617,0.18632724606235937
12161175.066827498,0.04559016664785223,37.48464030173115,3724.0,1.3216424197475989,1265763.767248,1265763.436131,7.355494848788519,20251.0,0.7470218697813055,0.030405300199302442,0.9437754623617275,0.044064524165421025,1.6052005015201916,2.099609,1.425781,1.9041996238482715,2.179400411316889,1.6815728302348558,18.214542,1.8277814412297702,0.24977968668788975,0.2849760360047075,0.4997796381285354,1.8235829092981357,17.560997,17.427868,6.674531177331311,1.098633,0.09245525880157758,6.601816572424957,2.407227,4.927143420415265,6.499503617865622,2.0098089432108686,0.0955912120079721,0.10923504027971145,0.670878,17.568962195099243,5436.483968560592,5435.910999909181,5436.173482973859,16.919556,11711.885860999999,17.551882406748256,0.13982863956689834,0.17565084703537617,0.02577044195298795,1.865234,0.09272703715606496,4.406229,0.02584703537618336,17.234224,0.07564858251611124,0.007613762805784525,0.9746637232116735,5.43162,1.0,0.10716494907701188,0.6015286409165155,1.640625,0.27018715744892874
10970405.681720259,0.02872414034146223,29.114264790330868,1698.0,1.5594909907400216,1635637.62269,1635959.149794,2.9881349535486628,8002.0,0.40360405658429077,0.019847253760999148,0.9300815355741636,0.03321698481407891,1.6949722430023577,1.967773,1.542969,1.8118158775558235,1.9400332513369534,1.72565033761522,18.190336,1.7814250876634887,0.10002366613218812,0.18039307360878978,0.3162651832437268,1.7814979123709986,18.129824,17.742537,5.903605719434705,1.376953,0.09719450305548638,5.877875260474891,2.128906,3.6278543450938474,5.840918731036952,1.6631481543002258,0.09684572807266534,0.10651802788780097,0.670878,17.789747957108712,5634.20104332243,5632.826169067421,5633.441906744859,17.25843,12952.950018000001,17.780924414825346,0.013446405373912354,0.15332945997729208,0.001434354828526701,1.860352,0.09947796146325566,0.817362,0.01930173147885325,17.367353,0.0647332711836191,0.00036824861756725325,0.9210965519463885,3.673807,0.0,0.1025029725957082,1.9587804314570985,1.650391,0.20309173644621062
15150508.35110312,0.03952290266919256,46.116091342520335,7644.0,1.304740742678671,2862468.997106,2862671.8133759997,3.3165412379434014,44162.0,0.3342875636822248,0.02593243699369937,0.9472490573902514,0.03891764176417642,1.628141449413932,2.133789,1.376953,1.8788730498521309,2.1918870744898835,1.6939055803873833,17.694126,1.8136175293572818,0.22035645766914172,0.267688473378434,0.4694214073400804,1.815353248970603,17.645716,17.609407,6.529917314198788,1.137695,0.09373785315502318,6.488362895779896,2.363281,4.026034841044104,6.427977922920332,2.0265934860265222,0.09657403240324032,0.10702011159419599,3.74705,17.67895932977558,5528.374432492814,5528.17063034351,5528.263225988859,17.452072,28102.325191000007,17.675129408985427,0.11820593131005677,0.16248593609360937,0.012825674432148687,1.958008,0.09814076116316987,4.11326,0.014267833033303331,17.500484,0.10698773314215758,0.003592761527847658,0.5608502844525203,4.332987,1.0,0.10142256399033416,0.13433095422531993,1.557617,0.18345240774077406
7965338.889358429,0.03573544700961906,27.189891172787917,2272.0,1.4195988650887015,951514.703139,951514.7031389999,4.573689141926391,12271.0,0.42598041496704836,0.026964897260273974,0.9395652258559678,0.03976455479452055,1.6418905427358952,2.036133,1.484375,1.8654982377692737,2.083039394942511,1.6993313828388072,18.250851,1.808842006804162,0.18366533159699397,0.24440057551546182,0.42856193437704426,1.8051334758210138,17.924078,17.560997,6.3374224159615435,1.210938,0.094373316527787,6.294282376813688,2.299805,4.073264996314212,6.232103512798374,1.9085970619344808,0.0964597602739726,0.10732740751100932,0.670878,17.7221832190052,5575.421989917454,5574.691676113765,5575.025709847375,17.294739,8347.764686000002,17.70999333210188,0.08888245484350997,0.1734888698630137,0.014555314266571818,1.835938,0.09349970506505723,0.963846,0.03400684931506849,17.379457,0.10586133104545625,0.004203635059027417,1.027210850907611,4.625956,1.0,0.10337098580917146,1.0871198653184218,1.679688,0.06382277397260273
8583281.26842615,0.027526161130739635,29.193037363689733,1956.0,1.4004933403252522,1547144.1111960001,1547421.8628549997,3.117111069071806,8994.0,0.28168023828710487,0.01926912568306011,0.935771171579278,0.03130122950819672,1.6491492296296686,1.99707,1.513672,1.8570107594173104,2.103210237685717,1.704482798720203,18.190336,1.8022119173694193,0.10174783947266945,0.18193064602040074,0.3189793715472357,1.7820818888808783,18.141926,18.105618,5.915864975811301,1.352539,0.09737143536838974,5.896052351662269,2.148438,2.642455366897199,5.866058662278304,1.687769940972875,0.09809938524590164,0.10377220119357046,0.524393,17.982042326523292,5812.444777336651,5809.579989333422,5810.882707436896,17.427868,16119.292431999998,17.975922277054305,0.07126385502089348,0.14830601092896176,0.008051620045521719,1.884766,0.09787369752468451,0.670878,0.035804303278688526,17.560997,0.11194674055289257,0.0021921927394160986,1.0483885232787538,0.74412,0.0,0.10109563063418782,0.917959283923035,1.625977,0.17683060109289617
