Voltage__quantile__q_0.1,Voltage__quantile__q_0.2,Audio__spkt_welch_density__coeff_8,Current__quantile__q_0.8,Voltage__quantile__q_0.3,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",Audio__spkt_welch_density__coeff_5,Voltage__quantile__q_0.6,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",Voltage__quantile__q_0.4,"Audio__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",Current__quantile__q_0.7,"Voltage__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""","Voltage__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","Voltage__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","Current__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","Current__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",Voltage__index_mass_quantile__q_0.1,Voltage__quantile__q_0.7,"Voltage__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","Voltage__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","Voltage__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","Voltage__linear_trend__attr_""intercept""",Current__quantile__q_0.3,"Current__linear_trend__attr_""intercept""","Audio__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""","Current__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","Current__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","Current__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",Audio__range_count__max_1__min_-1,Current__quantile__q_0.6,Audio__quantile__q_0.7,"Voltage__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","Current__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","Current__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","Voltage__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",Audio__quantile__q_0.8,"Current__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",Audio__quantile__q_0.3,Voltage__quantile__q_0.8,Audio__quantile__q_0.2
18.299261,18.359774,0.7179930701392004,6.676737,18.408186,1.665441084805978,1.8430460067517018,5.946975279904406,18.916498,1.7116182080966302,1.4712717428116584,1.796690125370272,18.456596,0.008763169362059692,2.0404165164848376,6.383768,19.067995497767942,0.002383436201778181,18.718155468269718,18.873980267113772,6.228155382121133,4.639266930816223,0.09528777200791295,19.461119,19.274468289004577,19.274502854368247,19.27430827342653,19.274513028009704,0.670878,3.1616427071399875,0.06827395930707475,3.16249088423634,3.1618315097628704,3.1616821737751266,22860.0,6.090799,1.889648,20.228665728165087,1.6273515617943533,1.4854151113641958,19.522318116451935,2.050781,1.9837343721327507,1.625977,19.55794,1.464844
18.262953,18.335569,0.6178467168919587,6.530252,18.396082,1.641676277186294,1.8664763973219902,6.294077625279488,18.553417,1.7000537162638287,1.3961425541164514,1.8085506761936627,18.444492,0.013985800941449323,2.1035209259621097,6.237284,18.840816867337125,0.003934633420961591,18.6233431487094,18.741681820487223,6.03342462283832,5.217550655712965,0.09502945933456562,19.340092,18.944091196555,18.94409405184919,18.944012164584457,18.944096337617097,0.74412,4.421652401206454,0.10115687818370943,4.421939571196605,4.421658858191293,4.421655259345848,18848.0,6.017557,1.879883,19.40243951645969,3.5247651010793293,3.2660240111053733,19.060312369959973,2.055664,3.7574396629081286,1.635742,19.509529,1.459961
18.492905,18.650238,0.6493672954138259,5.138651,18.722855,1.6494469581056523,1.861867913482229,2.0337652702509708,19.3764,1.7058860255268,1.338669373462505,1.805302490983798,18.868088,0.013483636677334385,2.1686797752435036,4.479471,19.078026233100765,0.0036665647018787354,18.639220133776295,18.8183037716935,6.131931015255533,4.098290530812498,0.09702407243816255,19.461119,19.34422081336501,19.34422316398167,19.34409965721882,19.344225035337665,0.524393,2.276495424056485,0.15628659096246839,2.277014102301877,2.276506558903646,2.2765003815923577,69294.0,3.74705,1.972656,20.92157720799109,0.6519732404789578,0.5607352988702103,19.647031751335255,2.241211,0.9385450564032516,1.552734,19.55794,1.279297
18.565519,18.759163,0.20832320966783846,5.211893,18.977011,1.6744244375169282,1.8335855448781353,1.529929212606432,19.400606,1.71636059778219,1.4823185811896677,1.7916260977226197,19.267475,0.005323159628476397,2.0231385263971493,3.08787,19.110755376884384,0.0014146508736965408,18.725536925240835,18.864079337367464,5.875255406087528,3.811294134419602,0.0977381208728108,19.42481,19.3569355300441,19.356947926106002,19.35687967517478,19.356951407682317,0.524393,2.0257891110906554,0.05008797171042881,2.026084150002651,2.0258558189781097,2.02580215503836,3073.0,0.817362,1.84082,20.914277891266103,0.3809743425320494,0.2967166023233175,19.660117844767232,1.933594,0.6227436088988099,1.669922,19.533735,1.577148
18.686546,18.916498,0.20740050145341762,4.186502,19.279579,1.6778844763274237,1.8302612846535593,2.550016910195774,19.436914,1.7179255272083953,1.5211726586815297,1.7899871967840466,19.32799,0.004522576330042656,1.9900430376321032,1.256815,19.218881677711686,0.001201752435471446,18.825076595128564,18.976438838181974,5.033932472204865,3.1317253438591326,0.09822916666666667,19.473221,19.444885070097918,19.44488657648635,19.44487309988517,19.44488777184766,0.524393,1.5252033857364196,0.034536070096037444,1.5252450584821766,1.5252110581862142,1.5252067933635327,666.0,0.74412,1.831055,20.816293461524566,0.3747089682847728,0.2946667174123555,19.707207870174766,1.914062,0.4193907182405021,1.674805,19.533735,1.59668
18.420288,18.613932,0.20360704890827533,5.43162,18.843882,1.6783680005520578,1.830748918254385,2.394808142840152,19.32799,1.717470558942883,1.4926805738100384,1.7910853464938006,19.061729,0.0039912632961626865,2.0138443521042424,4.479471,18.966440967777352,0.0011285050626571964,18.61114426472675,18.753062146529665,6.202590598974681,4.375846706535401,0.09693230189914866,19.3764,19.20729583037535,19.20729744383382,19.207217253006615,19.207303126848835,0.524393,2.608469764152974,0.038421423873707464,2.60883708377905,2.6084970037188575,2.608493191390574,13235.0,2.648417,1.879883,20.608071812356535,0.6046463426749009,0.5014523224711966,19.50733412688165,1.987305,1.1438928150663057,1.635742,19.449017,1.523438
18.577623,18.771265,0.18166299651319445,4.845682,18.964909,1.667729397266478,1.8405822028628298,2.299297269443786,19.291681,1.7132461545110078,1.4629895677101636,1.79491367846461,19.206963,0.006136499200418452,2.0510578174175764,2.868143,19.04302428320388,0.0016339901234794347,18.665140153239378,18.80235961562324,5.6736255079791755,3.6854993451273024,0.09797416968941283,19.3764,19.282349869932915,19.282350887144563,19.2822800300001,19.282354824793533,0.524393,1.953675507947964,0.05753030696190264,1.953987431599844,1.9536934771768548,1.953691083747404,5068.0,0.817362,1.855469,20.765787446791155,0.3841922287786993,0.298950667739062,19.57299533150454,1.953125,0.6134694392248885,1.655273,19.449017,1.557617
18.311363,18.517109,0.25817957449462337,5.797831,18.674444,1.6649755588150943,1.8429374356757073,3.6360574701795962,19.219065,1.711258870112056,1.4634249926168996,1.7968122866531677,18.892292,0.006880411209528299,2.0397971982639245,4.699198,18.852954032186496,0.0018687696241352666,18.55491853703978,18.67673722773346,6.1234564489436725,4.557997949212143,0.09685962011688712,19.303783,19.058323236163936,19.05832474843229,19.05825033389272,19.05833202042142,0.524393,3.0067967043672263,0.057642339606196275,3.0071393382217124,3.0068298551122106,3.0068276016202047,12914.0,3.380839,1.894531,20.387759484172175,1.202069561208352,1.0692912909573367,19.324028781149384,2.026367,1.6973531913120168,1.625977,19.42481,1.489258
18.505007,18.722855,0.3087569101985811,4.77244,19.013319,1.6590315621992269,1.8503613713759606,2.3828836890999527,19.32799,1.7100738959715789,1.3971739548917812,1.7992686095336665,19.206963,0.010592273725444516,2.1102573730835177,2.355448,19.074345185803455,0.0028730808867232028,18.676519901528433,18.832942749173913,5.329019133082211,3.4097916854107755,0.09803504445679355,19.42481,19.31414665318919,19.31415837489757,19.314093057848744,19.31416574464348,0.524393,1.7291083623004782,0.1167563155682747,1.7294125197101056,1.729190270073401,1.7291397044231607,29688.0,0.74412,1.899414,20.647790113354176,0.3734746262992729,0.2927280907227566,19.590187797696537,2.060547,0.5418987393951398,1.625977,19.461119,1.459961
18.43239,18.553417,0.17616601584902122,5.211893,18.650238,1.694193768615019,1.8131907401820948,1.995506736542249,19.303783,1.7259594446376643,1.5476090141069485,1.7816969798701354,18.795471,0.00209642897195254,1.954238199155927,4.552713,19.129567082295384,0.000505425326099547,18.722381253021563,18.86347474194123,5.386975344970421,3.2604903536749994,0.09725840012330456,19.3764,19.39741823013237,19.397422038478233,19.397356445620844,19.397425089255513,0.524393,1.3813974057819396,0.02299995936025445,1.381689534413981,1.3814235575977323,1.3814090287926442,16350.0,3.673807,1.889648,20.950579770742145,-0.20537913178515788,-0.24097623587028694,19.70920917319214,2.016602,0.02383641835503414,1.625977,19.449017,1.499023
