Voltage__root_mean_square,Voltage__mean,Current__mean,Audio__absolute_sum_of_changes,Current__root_mean_square,Audio__standard_deviation,Audio__variation_coefficient,Audio__variance,Audio__root_mean_square
18.864589369947094,18.851473745894122,4.409046364014077,15871.320323000002,5.623075521327894,0.44656331072202105,0.2545467839660818,0.1994187904830123,1.8102903463482285
18.75837022002645,18.74627316807994,4.669995739128926,14416.33722,5.80329306920884,0.43631201702702105,0.24871870277045355,0.19036817620218752,1.8076842097987034
19.099315980564334,19.08948656690592,2.9496934943058006,21401.017664,4.349802225302596,0.6211029426619563,0.35366153902388514,0.38576886538334143,1.862802353784804
19.217615416026504,19.211385784735686,2.360631946294951,9380.950403,3.619497502934763,0.25821211739296906,0.14721659142257987,0.06667349756856043,1.7728653851957148
19.29752741424802,19.292196897612033,1.9585792186202828,10134.879647000002,3.1596016594091365,0.21313489927868978,0.12152059353369174,0.045426485290537236,1.7668021062811647
19.03299032088971,19.019907097728726,3.0419972509635578,16945.286115000006,4.910358277948733,0.3381828109550529,0.19278910116603126,0.11436761362546105,1.78646095907922
19.16979167372854,19.164490729885163,2.21870946025384,13409.333637000002,3.362836818094608,0.2797211027459809,0.1594788843801941,0.07824389532142759,1.7761342805424654
18.945391061049254,18.932141016653528,3.234812843673101,13374.650667000004,5.074498242811765,0.37264618386784143,0.21245230251498395,0.13886517835126508,1.7931707067271845
19.163105858357536,19.157065758978185,2.1936808189796655,14217.504815999999,3.4576759538693054,0.46404493676429714,0.2644702876070777,0.21533770333658053,1.8149463129380479
19.0108336338715,19.0018406558955,2.889159567357045,15402.635529999998,4.221158551614531,0.3693136659317039,0.21055337396621382,0.1363925838439142,1.7924729750450128
18.78477824882037,18.77723913044649,3.8113934790747948,17743.260772999998,4.733735971835862,0.4596691257442453,0.26203721131539615,0.21129570516247878,1.8134385935426776
19.054320032645027,19.042492610850363,2.5690663116539723,13045.339702000001,4.4977731576141,0.35567745062401424,0.20278786497228343,0.12650644888239806,1.789638742960442
19.15354525461892,19.147549867266953,1.9938279930778868,10285.519592000004,3.319469441821417,0.27771364984898655,0.15834994560020668,0.0771248713124455,1.7756487754543324
19.00591057226368,18.998408712959787,2.6438416926587305,12086.392844000004,3.980176527499572,0.26550685946358343,0.15136659279506254,0.07049389242221504,1.7740457456590608
18.61199049892485,18.603965899389213,4.400197296396913,20749.023620999993,5.269905189994848,0.4546969972746105,0.2592027517273802,0.20674935933054714,1.8121850848999443
18.90215112069407,18.886961917572847,3.1700692060440927,16404.197637999998,5.1640376359693185,0.39235449789965393,0.22365133526663136,0.15394205202208952,1.797653188199583
18.73930374692094,18.727658292421737,3.7080649087242623,18686.595014,5.142784932537801,0.3978657545596299,0.22679358891615264,0.15829715865130367,1.798858777194495
18.706671786038978,18.696748014506607,3.749327529182274,10872.115015,5.027884566902578,0.3969253058338711,0.2262644400474565,0.1575496984113121,1.7985985935511406
18.595428649091982,18.588784856681393,4.087670267629625,23094.62836300001,4.874519409734639,0.43947637888375723,0.2505225769391817,0.19313948759677976,1.808450334619247
18.6223044837651,18.605123716329096,4.281189276979832,11740.017123000005,6.11573459699181,0.42682408136928407,0.24334093930746523,0.1821787964367332,1.80520179617508
18.561488172577945,18.554689440187325,4.245515434671236,20586.391939000005,5.052348900834458,0.44843563768831407,0.2556451565037185,0.2010945211489249,1.810546201323172
19.031641384550777,19.026843567045578,1.974489617662102,10347.482209000003,3.1095534565031886,0.30334331532993974,0.1729475474134209,0.09201716695535926,1.7799993304744266
18.64678080586841,18.63301576412691,3.990643736596805,10414.026806000002,5.6632813422170285,0.4346573622201699,0.24778386193571858,0.18892702253219595,1.8072278815618736
18.478916338662415,18.467476408515083,4.622727798993107,14925.652761000003,5.889393966820012,0.4659335196449614,0.26563734298718683,0.2170940447287416,1.8148510306230474
19.07524287593138,19.07061366251249,1.6997548202644381,9220.274834999998,2.8674304164542197,0.27139653025928867,0.15474234036875167,0.073656076636781,1.7747348828797882
18.532011791780874,18.526527898556246,4.227046604109801,25049.144576999985,4.897557492257331,0.4407390122745269,0.25127842254929156,0.19425087694072557,1.8085132668682289
18.452597787094522,18.440219282213263,4.639307230811212,16579.99892,5.999398374599874,0.5200089969204312,0.2963999601275765,0.270409356878193,1.8298597774136038
18.832324101883646,18.820807948023425,2.799238306927637,15125.17417,4.665113894891138,0.3425804470990503,0.1953386020197673,0.1173613627345852,1.7869238702500747
18.438140807026645,18.424502003622546,4.708307261217018,15657.617465000001,6.1446609096546245,0.4677628227450905,0.26664636772561107,0.21880205834245495,1.81553697055826
19.046648487858594,19.041779271535322,1.7580053495923917,8090.174735,2.956547743587269,0.2923746903635226,0.16671078492062022,0.0854829595651657,1.7779878862179683
18.891857136395288,18.884266578443984,2.4367181438761527,17149.245956000002,3.897144958481279,0.36438370946087323,0.20775035716323878,0.13277548772046607,1.7914004556076537
18.911609001753728,18.904930935527837,2.2343264047494986,22198.251858,3.5832644211506537,0.3332812062520705,0.1900259570713663,0.11107636244083516,1.7852572282195762
18.520853726766028,18.513509273783978,4.082379196323861,19724.88608300001,4.999120385179873,0.47083488580148997,0.2684010369903081,0.22168548968770208,1.816309106700488
18.596067990262085,18.591006139089227,3.553547241351999,22497.954815,4.274650829789817,0.4694553362164255,0.2676249018157454,0.2203883127020771,1.8158868763761666
18.81791621890054,18.809998125419146,2.575402075499339,14658.464735999993,4.0411416780796054,0.37382761363668293,0.21315083753762176,0.1397470847172971,1.793215546648596
18.969336926764967,18.96322709639984,1.803947379790753,9257.377199000004,3.1801769803325395,0.2778531083198855,0.15844117386988657,0.07720234980302203,1.7755425675943097
18.449180560282592,18.43778850845355,4.390076112872925,15933.986816999999,5.761557773725076,0.4877034759493431,0.2780270201974875,0.2378546804530715,1.8206940753147451
18.96888944068771,18.96424727481416,1.753348309722222,10399.661345000004,2.8852947755022678,0.30126074645250056,0.171776988770138,0.09075803735311784,1.779476614053793
18.438977985000747,18.432995723885508,4.247839895301485,23580.99268,4.9990164946353195,0.48635855308433495,0.27720097306603597,0.23654464215828785,1.8206961485209645
18.810433887309998,18.80347380323172,2.344141306334211,18737.516915,3.741067920992273,0.4042333256608053,0.23043091002986718,0.16340458157479465,1.8002211386381348
